Text,Emotion
I feel nauseous just thinking about it.,Disgust
We can discuss this calmly and logically..,Calm
Why would anyone do something so gross?!,Disgust
"This taste is unbearable, I hate it.!!",Disgust
Everything seems hopeless right now.!,Sad
"My heart is racing, I can’t calm down!",Fear
"I can’t stop shaking, I’m so nervous!.",Fear
"I can't stand this anymore, it's frustrating!",Angry
We can discuss this calmly and logically.!,Calm
I feel nauseous just thinking about it....,Disgust
I feel like something bad is going to happen.!!,Fear
I’m terrified of what might happen..,Fear
"Oh wow, this is unbelievable!...",Surprised
I'm heartbroken about what happened.!!,Sad
"Everything is under control, don’t worry.!",Calm
I'm feeling really down today.!,Sad
I love how everything is turning out!...,Happy
This party is so much fun!,Happy
"I’m speechless, I didn’t see that coming!...",Surprised
I love how everything is turning out!...,Happy
"Oh my goodness, what a surprise!",Surprised
"My heart is racing, I can’t calm down!",Fear
"I can’t stop shaking, I’m so nervous!!",Fear
I’ve lost all motivation to keep going..,Sad
"That seems fair, I agree.",Calm
I can’t believe how horrible this is.!!,Disgust
I can’t believe how horrible this is.!,Disgust
I feel so lonely and depressed.!,Sad
This is making me so angry!,Angry
I love how everything is turning out!!!,Happy
It doesn’t really bother me either way..,Calm
This situation is driving me crazy!...,Angry
I'm so excited about this new project!!,Happy
This is completely revolting!!,Disgust
"Stop wasting my time, I’m sick of it!.",Angry
"I can’t stop smiling, this is amazing!...",Happy
I can’t believe how horrible this is.!,Disgust
I'm so excited about this new project!.,Happy
I can’t believe this just happened!!!,Surprised
I'm heartbroken about what happened.,Sad
"This taste is unbearable, I hate it.!!",Disgust
"What a wonderful day, I feel great!.",Happy
I'm heartbroken about what happened....,Sad
"Everything is under control, don’t worry.!",Calm
This is completely unacceptable!,Angry
Why would anyone do something so gross?,Disgust
I'm feeling really down today..,Sad
This is making me so angry!.,Angry
"There’s no rush, we can work it out.",Calm
I’m really scared right now.,Fear
"Oh my goodness, what a surprise!",Surprised
I'm absolutely delighted with the results!...,Happy
I'm heartbroken about what happened..,Sad
This is completely revolting!.,Disgust
I won’t tolerate this behavior anymore!.,Angry
I just want to be left alone.!,Sad
"That’s so dirty, I can’t touch it....",Disgust
I'm shocked by this unexpected news!...,Surprised
"Oh wow, this is unbelievable!",Surprised
"Ugh, this makes me feel sick....",Disgust
This is the worst thing I’ve ever experienced..,Disgust
Why would anyone do something so gross?,Disgust
I love how everything is turning out!!,Happy
It doesn’t really bother me either way.!,Calm
I feel like something bad is going to happen..,Fear
We can discuss this calmly and logically.!,Calm
"I can’t stop crying, it hurts so much.!",Sad
I'm heartbroken about what happened..,Sad
We can discuss this calmly and logically....,Calm
"What a wonderful day, I feel great!...",Happy
"My heart is racing, I can’t calm down!!!",Fear
"What a wonderful day, I feel great!.",Happy
That was completely out of the blue!!!,Surprised
It doesn’t really bother me either way..,Calm
"What a wonderful day, I feel great!...",Happy
I feel like something bad is going to happen.,Fear
Everything is going better than I expected!!,Happy
"This taste is unbearable, I hate it.!",Disgust
"This taste is unbearable, I hate it....",Disgust
I'm so furious about this injustice!!!,Angry
"Ugh, this makes me feel sick.",Disgust
I’m feeling relaxed and at peace....,Calm
"I can't stand this anymore, it's frustrating!...",Angry
"This is fantastic news, I'm thrilled!",Happy
This place is giving me chills....,Fear
This place is giving me chills....,Fear
That’s absolutely disgusting!.,Disgust
"Ugh, this makes me feel sick..",Disgust
This party is so much fun!.,Happy
I never imagined it would turn out like this!...,Surprised
I can’t stand the sight of this.!,Disgust
I'm so furious about this injustice!.,Angry
"Everything is under control, don’t worry.!!",Calm
Everything seems hopeless right now.!,Sad
I’ve had enough of this nonsense!,Angry
I feel on top of the world today!,Happy
"Ugh, this makes me feel sick..",Disgust
Why would anyone do something so gross?!,Disgust
I’ve had enough of this nonsense!!,Angry
"That’s so dirty, I can’t touch it..",Disgust
Yay! We won the competition!.,Happy
I can’t believe how horrible this is....,Disgust
Life feels so empty without them..,Sad
I'm absolutely delighted with the results!!,Happy
Life feels so empty without them....,Sad
This caught me totally off guard!,Surprised
I’ve had enough of this nonsense!.,Angry
It doesn’t really bother me either way.!,Calm
"I can’t stop shaking, I’m so nervous!...",Fear
"Wow, I did not expect that at all!!!",Surprised
We can discuss this calmly and logically..,Calm
It doesn’t really bother me either way..,Calm
This situation is driving me crazy!,Angry
This is such a sad situation....,Sad
This is the worst thing I’ve ever experienced..,Disgust
"What a wonderful day, I feel great!!",Happy
"That seems fair, I agree.!!",Calm
We can discuss this calmly and logically.!!,Calm
"Please don’t leave me alone, I’m afraid.!!",Fear
This party is so much fun!!!,Happy
I’ve had enough of this nonsense!!,Angry
"I can't stand this anymore, it's frustrating!",Angry
Yay! We won the competition!...,Happy
I just want to be left alone.!,Sad
Life feels so empty without them.,Sad
"This is fantastic news, I'm thrilled!.",Happy
I feel on top of the world today!...,Happy
Why does everything always go wrong?.,Angry
I’ve had enough of this nonsense!.,Angry
This is making me so angry!!!,Angry
Let’s take it one step at a time....,Calm
I’m not sure I can handle this situation..,Fear
"I understand, and that’s fine with me....",Calm
I can’t stand the sight of this....,Disgust
I’m feeling relaxed and at peace.!,Calm
Why does this always happen to me?!,Sad
This party is so much fun!,Happy
I can’t believe this just happened!.,Surprised
"I can't stand this anymore, it's frustrating!!!",Angry
This situation is driving me crazy!,Angry
Something doesn’t feel right about this.!!,Fear
This is making me so angry!.,Angry
"Oh my goodness, what a surprise!!",Surprised
"What a wonderful day, I feel great!.",Happy
"I can’t stop shaking, I’m so nervous!.",Fear
"Ugh, this makes me feel sick.",Disgust
What if everything goes wrong?...,Fear
This place is giving me chills.!!,Fear
This place is giving me chills.!,Fear
"My heart is racing, I can’t calm down!.",Fear
"No way, are you serious?!",Surprised
I'm heartbroken about what happened.!!,Sad
"Everything is under control, don’t worry....",Calm
I’m really scared right now.!!,Fear
"Stop wasting my time, I’m sick of it!...",Angry
I feel on top of the world today!!!,Happy
"Oh wow, this is unbelievable!!!",Surprised
This is such a sad situation.!,Sad
I love how everything is turning out!,Happy
This is making me so angry!.,Angry
This party is so much fun!.,Happy
I can’t stand the sight of this.!!,Disgust
I feel so lonely and depressed.,Sad
I’m not sure I can handle this situation.,Fear
Why does this always happen to me?.,Sad
"That seems fair, I agree....",Calm
I can’t believe this just happened!,Surprised
I feel so lonely and depressed..,Sad
"Please don’t leave me alone, I’m afraid.",Fear
"There’s no rush, we can work it out....",Calm
I’m feeling relaxed and at peace..,Calm
This is making me so angry!,Angry
I feel nauseous just thinking about it....,Disgust
I'm heartbroken about what happened.!,Sad
This is completely revolting!...,Disgust
"I’m speechless, I didn’t see that coming!...",Surprised
"I can’t stop shaking, I’m so nervous!.",Fear
I can’t believe how horrible this is..,Disgust
Why does everything always go wrong?!!,Angry
I can’t believe this just happened!!,Surprised
I'm so furious about this injustice!!,Angry
I'm heartbroken about what happened.!,Sad
"Oh wow, this is unbelievable!!!",Surprised
Why does this always happen to me?.,Sad
I feel like something bad is going to happen.,Fear
I love how everything is turning out!!,Happy
I feel on top of the world today!!!,Happy
This caught me totally off guard!.,Surprised
I love how everything is turning out!,Happy
How dare you treat me like this!.,Angry
I feel like something bad is going to happen....,Fear
How dare you treat me like this!...,Angry
"I can’t stop crying, it hurts so much..",Sad
This place is giving me chills....,Fear
"Stop wasting my time, I’m sick of it!!!",Angry
"I can’t stop crying, it hurts so much.!",Sad
This situation is driving me crazy!!!,Angry
I can’t believe this just happened!.,Surprised
I can’t believe this just happened!...,Surprised
"Stop wasting my time, I’m sick of it!!",Angry
"Ugh, this makes me feel sick.",Disgust
"Stop wasting my time, I’m sick of it!",Angry
I’m not sure I can handle this situation....,Fear
This caught me totally off guard!.,Surprised
I won’t tolerate this behavior anymore!...,Angry
I’m terrified of what might happen.!,Fear
I can’t believe this just happened!.,Surprised
This caught me totally off guard!,Surprised
"That’s so dirty, I can’t touch it.",Disgust
This situation is driving me crazy!!!,Angry
"This is fantastic news, I'm thrilled!",Happy
That was completely out of the blue!,Surprised
This is completely revolting!!!,Disgust
"I understand, and that’s fine with me..",Calm
"No way, are you serious?!!",Surprised
"I can’t stop shaking, I’m so nervous!",Fear
I'm feeling really down today.,Sad
This is making me so angry!...,Angry
"That seems fair, I agree....",Calm
I can’t believe how horrible this is..,Disgust
"Wow, I did not expect that at all!.",Surprised
This party is so much fun!!,Happy
How dare you treat me like this!...,Angry
"There’s no rush, we can work it out..",Calm
Everything is going better than I expected!!!,Happy
This party is so much fun!!!,Happy
"I can’t stop smiling, this is amazing!!",Happy
This is completely unacceptable!...,Angry
Life feels so empty without them.!!,Sad
I'm absolutely delighted with the results!.,Happy
Everything seems hopeless right now..,Sad
It doesn’t really bother me either way....,Calm
This is making me so angry!.,Angry
Yay! We won the competition!...,Happy
I love how everything is turning out!!!,Happy
I'm so excited about this new project!!!,Happy
"I’m speechless, I didn’t see that coming!",Surprised
Why does everything always go wrong?!!,Angry
"I can't stand this anymore, it's frustrating!.",Angry
I’m terrified of what might happen....,Fear
This situation is driving me crazy!!!,Angry
This is making me so angry!!!,Angry
"Stop wasting my time, I’m sick of it!",Angry
I feel so lonely and depressed..,Sad
What if everything goes wrong?.,Fear
"I understand, and that’s fine with me.",Calm
"Wow, I did not expect that at all!!",Surprised
This is completely revolting!...,Disgust
I'm heartbroken about what happened.,Sad
What if everything goes wrong?!,Fear
It doesn’t really bother me either way..,Calm
This is the worst thing I’ve ever experienced.!!,Disgust
I’m terrified of what might happen.!,Fear
I’m really scared right now.!,Fear
