Emotion,Sentence
Angry,I are upset this morning
Angry,He look annoyed right now
Angry,They are mad again
Angry,I feel angry right now
Angry,I feel annoyed tonight
Angry,She seem furious right now
Angry,They look annoyed again
Angry,They seem upset tonight
Angry,I seem angry tonight
Angry,I are annoyed right now
Angry,They seem angry right now
Angry,I are furious right now
Angry,She are upset again
Angry,He are mad again
Angry,She are angry tonight
Angry,He feel mad today
Angry,She feel annoyed this morning
Angry,They feel annoyed this morning
Angry,She seem annoyed right now
Angry,I look annoyed tonight
Angry,They feel furious tonight
Angry,She feel annoyed tonight
Angry,He look mad right now
Angry,I look annoyed right now
Angry,He look mad again
Angry,He look mad again
Angry,He look mad this morning
Angry,He seem upset today
Angry,I are annoyed again
Angry,He seem annoyed this morning
Angry,They feel angry again
Angry,He seem furious this morning
Angry,He look furious again
Angry,I look mad again
Angry,I feel mad this morning
Angry,They seem furious again
Angry,He feel upset right now
Angry,She look mad right now
Angry,I look annoyed today
Angry,They look annoyed right now
Angry,He feel annoyed today
Angry,I look angry tonight
Angry,They feel mad this morning
Angry,He are furious this morning
Angry,She are furious today
Angry,They seem angry tonight
Angry,She feel upset today
Angry,I look mad this morning
Angry,She look annoyed today
Angry,They feel upset again
Angry,I look annoyed right now
Angry,I seem furious today
Angry,They are angry right now
Angry,I seem angry today
Angry,She look mad today
Angry,He are annoyed again
Angry,She feel mad right now
Angry,She feel mad this morning
Angry,They feel furious again
Angry,She are angry again
Angry,He seem furious again
Angry,I feel furious today
Angry,I are angry again
Angry,She seem upset again
Angry,They seem angry right now
Angry,She look mad tonight
Angry,She are annoyed this morning
Angry,She look annoyed today
Angry,He feel annoyed today
Angry,He seem furious right now
Angry,I look mad today
Angry,They feel upset today
Angry,I feel furious this morning
Angry,He look angry tonight
Angry,She are angry right now
Angry,They feel furious this morning
Angry,I look mad today
Angry,They are annoyed this morning
Angry,They seem upset again
Angry,They look annoyed this morning
Angry,I feel furious this morning
Angry,She seem mad today
Angry,He seem upset tonight
Angry,He seem mad today
Angry,He seem upset again
Angry,He seem annoyed again
Angry,She look furious today
Angry,I look furious today
Angry,They look upset right now
Angry,They feel angry right now
Angry,I look angry again
Angry,They feel furious tonight
Angry,They look mad right now
Angry,She feel upset tonight
Angry,She look annoyed right now
Angry,He are furious right now
Angry,I feel mad right now
Angry,I are upset again
Angry,I look furious tonight
Angry,She feel furious today
Angry,I feel annoyed tonight
Angry,They feel upset again
Angry,He seem furious tonight
Angry,He look upset today
Angry,He feel angry this morning
Angry,She seem annoyed again
Angry,He seem annoyed today
Angry,He look upset again
Angry,I are furious right now
Angry,I feel mad tonight
Angry,They are upset right now
Angry,I seem annoyed tonight
Angry,She feel annoyed this morning
Angry,She seem furious today
Angry,He are upset again
Angry,He look upset tonight
Angry,He feel mad right now
Angry,They look furious today
Angry,He look annoyed right now
Angry,They look furious tonight
Angry,He feel angry this morning
Angry,She are upset again
Angry,He feel furious tonight
Angry,I look angry right now
Angry,They seem angry today
Angry,He are furious today
Angry,I are mad right now
Angry,They are angry again
Angry,He look annoyed today
Angry,She are furious right now
Angry,He look upset this morning
Angry,She are annoyed again
Angry,He seem upset again
Angry,He are angry tonight
Angry,She are annoyed right now
Angry,He feel furious this morning
Angry,They feel annoyed this morning
Angry,She feel angry right now
Angry,They are mad right now
Angry,They seem mad tonight
Angry,I seem mad right now
Angry,I seem annoyed today
Angry,She seem upset again
Angry,I seem annoyed again
Angry,He are mad right now
Angry,He look upset right now
Angry,I look furious tonight
Angry,I feel mad again
Angry,She look mad this morning
Angry,I feel annoyed again
Angry,He look annoyed this morning
Angry,They look annoyed tonight
Angry,He seem upset again
Angry,He are angry right now
Angry,They feel mad right now
Angry,She look angry again
Angry,He feel angry again
Angry,They are annoyed again
Angry,I seem upset this morning
Angry,He look mad right now
Angry,He seem annoyed tonight
Angry,She seem furious right now
Angry,She seem annoyed tonight
Angry,They seem mad today
Angry,They feel mad today
Angry,She seem upset this morning
Angry,She are upset this morning
Angry,They are upset tonight
Angry,They seem angry this morning
Angry,I seem furious this morning
Angry,I look annoyed right now
Angry,They are mad this morning
Angry,I look mad this morning
Angry,He look annoyed again
Angry,He feel angry today
Angry,I look angry today
Angry,He are annoyed today
Angry,She seem upset again
Angry,I feel angry again
Angry,They feel upset right now
Angry,They seem angry again
Angry,They seem upset again
Angry,He seem mad right now
Angry,She look upset today
Angry,She are angry tonight
Angry,She feel annoyed right now
Angry,She feel upset again
Angry,He seem upset right now
Angry,She are angry tonight
Angry,I feel furious this morning
Angry,They are mad this morning
Angry,They feel angry again
Angry,He feel mad tonight
Angry,He are annoyed this morning
Angry,She are furious again
Angry,She seem annoyed right now
Angry,She are mad this morning
Angry,He look annoyed today
Angry,I are angry again
Angry,He seem mad tonight
Angry,He look angry today
Angry,He are furious right now
Angry,They feel angry again
Angry,I are upset today
Angry,He are furious tonight
Angry,She feel mad right now
Angry,I are angry again
Angry,I are annoyed today
Angry,He seem upset right now
Angry,They feel mad again
Angry,They are angry today
Angry,She feel upset right now
Angry,They seem mad right now
Angry,She are upset again
Angry,She are mad this morning
Angry,He are mad right now
Angry,He are furious today
Angry,She seem upset tonight
Angry,I are annoyed right now
Angry,He seem angry tonight
Angry,They seem mad today
Angry,He seem mad right now
Angry,He are angry tonight
Angry,He feel angry today
Angry,They seem angry right now
Angry,She are upset right now
Angry,She seem annoyed right now
Angry,She feel annoyed again
Angry,I look furious today
Angry,I seem mad this morning
Angry,He look mad this morning
Angry,He seem annoyed today
Angry,He feel upset right now
Angry,They feel upset this morning
Angry,I look mad tonight
Angry,He seem upset today
Angry,He seem upset again
Angry,They seem annoyed again
Angry,I feel angry today
Angry,They are mad this morning
Angry,She are annoyed today
Angry,I feel mad again
Angry,I feel upset tonight
Angry,They seem annoyed tonight
Angry,I look upset again
Angry,I look furious right now
Angry,I feel annoyed this morning
Angry,I feel upset this morning
Angry,She seem furious this morning
Angry,He seem angry this morning
Angry,They look annoyed tonight
Angry,They seem angry this morning
Angry,She feel furious today
Angry,They are angry tonight
Angry,They seem angry today
Angry,He look furious right now
Angry,They feel annoyed tonight
Angry,He are upset tonight
Angry,I feel mad right now
Angry,I seem upset tonight
Angry,She seem angry tonight
Angry,They seem upset tonight
Angry,She are angry right now
Angry,She feel upset this morning
Angry,I seem mad tonight
Angry,They look furious tonight
Angry,She feel mad tonight
Angry,I look mad today
Angry,I are angry right now
Angry,They seem annoyed today
Angry,I seem annoyed today
Angry,They are furious again
Angry,They seem upset this morning
Angry,I look angry today
Angry,She are upset today
Angry,He feel annoyed tonight
Angry,She seem angry tonight
Angry,They look furious tonight
Angry,She are upset right now
Angry,He feel upset today
Angry,They feel annoyed right now
Angry,I seem upset this morning
Angry,I feel annoyed again
Angry,I look annoyed today
Angry,I seem mad tonight
Angry,She seem furious this morning
Angry,She are mad again
Angry,He seem mad tonight
Angry,He seem angry tonight
Angry,He look furious right now
Angry,He are mad right now
Angry,She look angry again
Angry,He feel upset tonight
Angry,I look angry again
Angry,I look angry this morning
Angry,He are furious right now
Angry,She feel annoyed again
Angry,They look upset right now
Angry,I look annoyed this morning
Angry,He look furious again
Angry,They look furious tonight
Angry,She look annoyed today
Angry,She seem mad tonight
Angry,They look angry this morning
Angry,They are upset tonight
Angry,She seem upset again
Angry,She seem angry again
Angry,He look mad right now
Angry,I seem mad this morning
Angry,I are angry right now
Angry,He are annoyed right now
Angry,They are furious again
Angry,They look annoyed today
Angry,I look annoyed tonight
Angry,They seem mad right now
Angry,He look annoyed again
Angry,She feel mad again
Angry,I seem furious this morning
Angry,He are mad again
Angry,They are angry this morning
Angry,They are upset this morning
Angry,I are annoyed again
Angry,I feel annoyed right now
Angry,I look angry today
Angry,I look angry right now
Angry,I feel mad today
Angry,They feel furious tonight
Angry,They feel furious again
Angry,She seem annoyed tonight
Angry,He seem upset tonight
Angry,I seem angry tonight
Angry,They are annoyed this morning
Angry,I seem mad again
Angry,They feel furious again
Angry,She feel mad right now
Angry,He look upset today
Angry,They look angry today
Angry,She seem annoyed tonight
Angry,She seem furious right now
Angry,She are angry again
Angry,They feel angry today
Angry,She feel angry this morning
Angry,I are angry today
Angry,They look annoyed this morning
Angry,She are angry this morning
Angry,He look mad again
Angry,He seem angry again
Angry,They are annoyed tonight
Angry,She are furious today
Angry,I are upset today
Angry,He are furious right now
Angry,She seem angry today
Angry,She are furious tonight
Angry,They are angry tonight
Angry,She look upset right now
Angry,They are mad right now
Angry,She feel angry again
Angry,She look annoyed again
Angry,They seem annoyed right now
Angry,I are upset today
Angry,They are mad again
Angry,He look furious right now
Angry,He seem mad right now
Angry,She are angry this morning
Angry,I seem upset this morning
Angry,I feel mad today
Angry,I are furious this morning
